IndicatorId,IndicatorName,IndicatorShortName,Source,SourceYear,Author,LocationId,Location,Iso2,Iso3,TimeId,Time,VariantId,Variant,SexId,Sex,AgeId,AgeStart,AgeEnd,Age,CategoryId,Category,EstimateTypeId,EstimateType,EstimateMethodId,EstimateMethod,Value
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",19542983
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",19688633
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",53,"2002",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",21000257
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",54,"2003",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",22645130
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",55,"2004",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",23553551
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",56,"2005",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",24411191
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",57,"2006",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25442944
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",58,"2007",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",25903301
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",59,"2008",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",26427199
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",60,"2009",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",27385308
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",61,"2010",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",28189672
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",62,"2011",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",29249157
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",63,"2012",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",30466479
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",64,"2013",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",31541209
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",65,"2014",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",32716210
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",66,"2015",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",33753499
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",67,"2016",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",34636208
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",68,"2017",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",35643418
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",69,"2018",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",36686784
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",4,"Afghanistan","AF","AFG",70,"2019",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",37769499
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",51,"2000",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",711442
49,"Total population by sex","Total population by sex","World Population Prospects",2022,"United Nations Population Division",48,"Bahrain","BH","BHR",52,"2001",4,"Median",3,"Both sexes",188,0,-1,"Total",0,"Not applicable",1,"Model-based Estimates",2,"Interpolation",730257
